student_id,department,year,subject,marks,attendance,assignment_completion,study_hours,sleep_hours,stress_level,gpa,mood,is_weak_subject,burnout_risk
2798,Information Technology,2,Computer Networks,57.96,78.81,69.77,4.9,8.56,100.0,2.32,burnout,1,0
2798,Computer Science,4,Software Engineering,26.92,79.85,85.83,5.17,8.91,88.71,1.08,burnout,1,0
2798,Civil Engineering,4,Artificial Intelligence,26.52,53.26,45.09,2.01,8.16,90.85,1.06,stressed,1,0
2798,Electronics,1,Operating Systems,52.67,94.22,79.47,4.09,9.06,96.75,2.11,happy,1,0
2799,Civil Engineering,2,Operating Systems,71.52,68.67,55.82,4.67,7.64,57.98,2.86,anxious,1,0
2799,Mechanical Engineering,3,Data Structures,71.77,100.0,67.5,4.99,7.44,27.03,2.87,okay,0,0
2799,Civil Engineering,2,Computer Networks,78.92,100.0,83.5,2.33,8.68,43.95,3.16,anxious,0,0
2799,Mechanical Engineering,2,Artificial Intelligence,67.71,98.43,92.7,0.76,7.38,53.07,2.71,okay,0,0
2799,Electronics,2,Mathematics,59.84,56.61,43.63,3.73,6.85,33.74,2.39,anxious,1,0
2799,Mechanical Engineering,4,Database Systems,79.24,74.39,65.45,4.05,8.54,33.46,3.17,okay,1,0
2800,Information Technology,4,Artificial Intelligence,77.84,87.88,81.02,3.88,8.83,73.57,3.11,burnout,0,0
2800,Information Technology,3,Database Systems,99.61,64.35,65.53,1.7,8.79,63.61,3.98,happy,1,0
2800,Mechanical Engineering,1,Operating Systems,75.11,75.63,72.52,3.78,9.03,62.62,3.0,anxious,0,0
2800,Mechanical Engineering,4,Mathematics,63.7,83.12,73.7,3.83,8.35,76.91,2.55,anxious,0,0
2801,Mechanical Engineering,3,Computer Networks,86.63,95.89,82.73,3.77,5.15,52.28,3.47,happy,0,0
2801,Computer Science,4,Mathematics,68.11,100.0,85.68,3.7,6.11,49.86,2.72,anxious,0,0
2801,Computer Science,2,Database Systems,87.06,74.64,71.39,2.48,5.49,47.49,3.48,burnout,1,0
2801,Mechanical Engineering,2,Software Engineering,100.0,100.0,71.45,7.73,6.28,38.15,4.0,burnout,0,0
2801,Computer Science,2,Artificial Intelligence,86.49,54.69,46.42,1.09,6.5,29.92,3.46,stressed,1,0
2802,Civil Engineering,1,Artificial Intelligence,98.49,59.81,63.08,4.11,3.91,66.55,3.94,anxious,1,0
2802,Computer Science,4,Mathematics,84.16,71.17,70.96,8.4,4.34,49.26,3.37,stressed,1,0
2802,Electronics,1,Data Structures,100.0,73.85,58.23,4.19,5.32,53.5,4.0,okay,1,0
2802,Information Technology,2,Software Engineering,90.48,87.5,70.1,4.27,4.79,59.73,3.62,anxious,0,0
2802,Information Technology,4,Computer Networks,78.4,71.56,65.7,5.95,5.4,57.81,3.14,stressed,1,0
2803,Information Technology,4,Database Systems,41.2,73.78,34.98,4.41,7.7,82.19,1.65,happy,1,0
2803,Mechanical Engineering,3,Data Structures,58.52,77.62,66.6,9.21,6.37,76.13,2.34,anxious,1,0
2803,Information Technology,3,Software Engineering,61.94,75.87,65.26,2.67,6.39,81.15,2.48,happy,0,0
2803,Civil Engineering,2,Operating Systems,46.5,80.21,72.91,6.55,6.62,74.1,1.86,anxious,1,0
2804,Computer Science,2,Mathematics,51.44,88.83,79.32,4.58,7.15,18.69,2.06,okay,1,0
2804,Mechanical Engineering,1,Data Structures,72.41,74.29,65.11,4.47,7.89,32.12,2.9,happy,1,0
2804,Mechanical Engineering,3,Database Systems,71.29,86.97,81.51,6.5,6.69,36.88,2.85,happy,0,0
2804,Mechanical Engineering,4,Software Engineering,76.09,68.43,67.32,1.69,7.1,14.48,3.04,stressed,1,0
2804,Civil Engineering,4,Computer Networks,67.14,65.02,47.62,2.58,7.9,14.42,2.69,anxious,1,0
2805,Mechanical Engineering,3,Database Systems,100.0,62.03,59.25,2.51,6.99,22.59,4.0,happy,1,0
2805,Electronics,1,Data Structures,82.83,71.12,60.78,5.39,6.63,50.23,3.31,anxious,1,0
2805,Mechanical Engineering,3,Operating Systems,88.95,81.9,62.86,3.97,6.18,38.51,3.56,stressed,0,0
2805,Information Technology,2,Software Engineering,97.94,93.39,73.35,5.45,6.62,28.23,3.92,happy,0,0
2805,Computer Science,4,Computer Networks,94.16,66.65,55.97,5.19,7.04,42.47,3.77,stressed,1,0
2805,Electronics,1,Artificial Intelligence,90.06,88.55,82.36,3.94,7.45,58.22,3.6,stressed,0,0
2806,Computer Science,4,Computer Networks,61.01,56.96,58.78,0.96,6.91,38.07,2.44,happy,1,0
2806,Information Technology,2,Database Systems,90.97,87.66,85.66,1.87,6.54,40.2,3.64,okay,0,0
2806,Electronics,4,Data Structures,74.92,100.0,85.53,4.0,7.04,31.87,3.0,anxious,0,0
2806,Civil Engineering,2,Mathematics,100.0,68.57,86.91,0.0,6.87,27.11,4.0,anxious,1,0
2807,Computer Science,4,Operating Systems,68.73,80.47,73.52,6.26,6.54,49.03,2.75,burnout,0,0
2807,Computer Science,3,Database Systems,57.81,68.61,58.56,3.76,6.01,68.65,2.31,burnout,1,0
2807,Computer Science,4,Software Engineering,59.55,61.8,57.46,0.79,5.89,49.83,2.38,stressed,1,0
2807,Civil Engineering,4,Data Structures,48.84,100.0,85.13,6.4,6.23,68.4,1.95,happy,1,0
2807,Civil Engineering,2,Computer Networks,52.7,65.83,65.01,3.84,6.18,39.96,2.11,happy,1,0
2808,Mechanical Engineering,3,Artificial Intelligence,88.12,83.0,70.46,5.99,4.46,71.95,3.52,happy,0,0
2808,Information Technology,4,Mathematics,61.65,82.51,73.52,0.67,5.05,54.92,2.47,anxious,0,0
2808,Electronics,3,Operating Systems,62.12,64.53,54.53,3.51,4.34,49.17,2.48,stressed,1,0
2808,Computer Science,4,Computer Networks,80.24,69.22,65.5,9.58,3.81,54.94,3.21,burnout,1,0
2808,Computer Science,2,Database Systems,72.76,94.55,96.61,4.7,4.5,54.44,2.91,burnout,0,0
2808,Computer Science,1,Data Structures,49.89,100.0,100.0,0.84,4.85,62.72,2.0,burnout,1,0
2809,Electronics,4,Operating Systems,48.94,73.25,72.32,3.97,7.42,77.43,1.96,happy,1,0
2809,Mechanical Engineering,1,Data Structures,43.4,58.46,50.7,6.06,6.8,55.41,1.74,burnout,1,0
2809,Computer Science,1,Mathematics,38.57,82.07,68.56,2.89,7.03,64.27,1.54,okay,1,0
2809,Computer Science,2,Software Engineering,65.39,79.42,84.97,3.61,6.86,39.2,2.62,stressed,0,0
2809,Civil Engineering,3,Computer Networks,51.58,87.45,82.76,4.63,7.34,68.83,2.06,okay,1,0
2810,Mechanical Engineering,4,Operating Systems,87.65,81.49,67.33,5.14,7.76,82.32,3.51,anxious,0,0
2810,Computer Science,4,Data Structures,89.62,81.97,86.54,3.01,7.21,61.25,3.58,burnout,0,0
2810,Mechanical Engineering,4,Software Engineering,87.17,62.23,50.73,2.96,8.57,80.82,3.49,happy,1,0
2810,Civil Engineering,1,Database Systems,100.0,69.35,56.45,8.96,8.4,56.88,4.0,okay,1,0
2810,Electronics,3,Artificial Intelligence,78.51,91.73,94.4,4.39,9.6,89.22,3.14,happy,0,0
2811,Electronics,1,Software Engineering,30.15,98.81,97.78,4.63,8.17,95.69,1.21,okay,1,0
2811,Computer Science,3,Artificial Intelligence,56.96,87.07,76.49,4.64,9.46,93.32,2.28,stressed,1,0
2811,Electronics,2,Data Structures,65.64,100.0,81.54,5.33,8.83,89.75,2.63,anxious,0,0
2811,Mechanical Engineering,1,Operating Systems,54.97,66.26,49.48,6.22,8.78,88.28,2.2,stressed,1,0
2812,Civil Engineering,4,Artificial Intelligence,54.14,85.49,73.22,5.19,5.96,44.51,2.17,anxious,1,0
2812,Mechanical Engineering,1,Database Systems,34.4,74.92,87.79,2.74,5.75,56.63,1.38,burnout,1,0
2812,Electronics,3,Data Structures,29.56,87.22,85.32,4.68,6.45,54.13,1.18,okay,1,0
2812,Electronics,1,Operating Systems,46.06,72.19,61.87,4.01,6.47,53.38,1.84,burnout,1,0
2813,Mechanical Engineering,2,Software Engineering,83.55,77.68,78.86,2.99,8.46,65.27,3.34,burnout,0,0
2813,Information Technology,2,Database Systems,46.07,100.0,92.04,2.15,6.11,49.04,1.84,okay,1,0
2813,Electronics,4,Computer Networks,49.03,84.41,68.0,2.05,7.15,52.38,1.96,okay,1,0
2813,Civil Engineering,1,Data Structures,64.4,69.94,73.64,6.44,7.26,28.15,2.58,okay,1,0
2813,Electronics,3,Artificial Intelligence,74.77,51.73,42.87,3.39,6.97,58.4,2.99,burnout,1,0
2814,Information Technology,4,Software Engineering,56.3,58.17,44.19,1.79,9.54,39.36,2.25,stressed,1,0
2814,Mechanical Engineering,1,Mathematics,56.28,65.6,60.12,3.14,10.04,33.98,2.25,happy,1,0
2814,Information Technology,3,Data Structures,59.92,82.16,68.87,3.11,8.9,31.42,2.4,stressed,1,0
2814,Information Technology,2,Computer Networks,59.23,42.87,52.62,4.8,9.97,31.3,2.37,burnout,1,0
2814,Civil Engineering,1,Operating Systems,61.95,91.6,78.99,5.05,9.41,22.39,2.48,happy,0,0
2815,Information Technology,3,Artificial Intelligence,75.76,62.93,67.94,6.1,8.78,37.55,3.03,anxious,1,0
2815,Mechanical Engineering,1,Data Structures,56.56,65.4,52.17,3.62,7.94,49.2,2.26,stressed,1,0
2815,Computer Science,1,Mathematics,85.19,59.83,55.67,5.65,8.62,30.98,3.41,okay,1,0
2815,Civil Engineering,2,Computer Networks,42.1,84.47,66.54,0.27,9.4,37.89,1.68,happy,1,0
2815,Computer Science,4,Software Engineering,80.17,95.97,96.65,2.83,9.12,40.09,3.21,burnout,0,0
2816,Electronics,4,Software Engineering,60.53,100.0,99.36,4.37,6.15,69.8,2.42,happy,0,0
2816,Electronics,4,Computer Networks,66.01,85.17,64.2,2.27,4.97,48.21,2.64,okay,0,0
2816,Information Technology,3,Artificial Intelligence,88.1,69.85,65.72,6.0,5.49,52.54,3.52,anxious,1,0
2816,Mechanical Engineering,1,Mathematics,50.51,56.29,57.01,4.49,5.01,62.82,2.02,stressed,1,0
2816,Mechanical Engineering,3,Database Systems,68.5,54.42,58.29,6.2,3.89,49.78,2.74,burnout,1,0
2816,Computer Science,3,Operating Systems,78.32,69.84,71.17,2.09,5.0,60.81,3.13,happy,1,0
2817,Computer Science,2,Data Structures,79.81,71.56,31.66,4.34,8.14,74.11,3.19,okay,1,0
2817,Mechanical Engineering,2,Mathematics,98.12,75.36,77.13,2.72,7.11,63.87,3.92,stressed,0,0
2817,Computer Science,2,Artificial Intelligence,97.35,92.99,81.89,5.28,7.71,71.15,3.89,happy,0,0
2817,Information Technology,1,Database Systems,92.96,67.45,64.62,4.13,7.75,80.07,3.72,burnout,1,0
2817,Computer Science,2,Computer Networks,81.33,86.71,87.02,6.77,8.04,74.0,3.25,okay,0,0
2817,Information Technology,3,Software Engineering,89.35,87.02,93.98,6.93,7.7,87.17,3.57,anxious,0,0
2818,Mechanical Engineering,1,Computer Networks,67.97,54.46,45.0,3.35,7.7,65.14,2.72,anxious,1,0
2818,Computer Science,1,Software Engineering,72.89,60.18,54.58,2.23,8.61,66.13,2.92,burnout,1,0
2818,Civil Engineering,1,Mathematics,50.09,100.0,92.67,2.71,6.71,72.12,2.0,happy,1,0
2818,Information Technology,4,Data Structures,61.39,99.13,79.28,6.18,7.66,57.37,2.46,anxious,0,0
2818,Electronics,3,Database Systems,41.17,80.24,100.0,2.84,7.74,70.88,1.65,stressed,1,0
2819,Electronics,2,Database Systems,82.97,72.73,81.74,3.21,8.87,69.28,3.32,stressed,1,0
2819,Computer Science,4,Data Structures,91.09,92.62,83.5,7.43,9.33,67.12,3.64,happy,0,0
2819,Computer Science,2,Computer Networks,61.59,100.0,90.21,5.25,8.19,67.33,2.46,stressed,0,0
2819,Computer Science,3,Artificial Intelligence,78.62,87.91,69.27,4.16,8.35,47.69,3.14,burnout,0,0
2820,Mechanical Engineering,3,Data Structures,39.62,84.5,70.04,3.97,4.67,85.39,1.58,anxious,1,1
2820,Mechanical Engineering,2,Operating Systems,59.82,85.13,89.81,2.45,4.3,57.87,2.39,anxious,1,0
2820,Electronics,2,Database Systems,63.94,73.5,66.21,4.41,4.55,66.38,2.56,burnout,1,0
2820,Information Technology,4,Mathematics,66.36,55.5,52.24,4.3,3.94,65.61,2.65,okay,1,0
2821,Computer Science,3,Mathematics,44.37,100.0,89.22,5.65,5.7,82.76,1.77,okay,1,1
2821,Electronics,1,Data Structures,60.52,70.63,42.91,6.51,5.39,85.73,2.42,anxious,1,1
2821,Computer Science,4,Operating Systems,77.88,92.64,62.67,1.46,6.06,36.04,3.12,stressed,0,0
2821,Information Technology,1,Database Systems,50.52,76.31,64.69,4.07,6.31,76.93,2.02,stressed,1,0
2821,Mechanical Engineering,4,Computer Networks,50.99,63.65,62.17,3.55,6.2,72.24,2.04,stressed,1,0
2822,Civil Engineering,2,Database Systems,62.21,79.81,80.05,3.85,3.38,81.87,2.49,anxious,0,1
2822,Mechanical Engineering,2,Mathematics,52.17,80.56,54.97,3.75,3.0,71.53,2.09,burnout,1,1
2822,Computer Science,2,Operating Systems,47.28,100.0,82.51,4.25,3.44,66.85,1.89,okay,1,0
2822,Computer Science,1,Computer Networks,43.5,85.45,67.58,3.18,3.31,83.33,1.74,anxious,1,1
2823,Information Technology,1,Artificial Intelligence,100.0,57.51,56.43,0.78,5.84,78.18,4.0,anxious,1,0
2823,Information Technology,1,Database Systems,93.66,62.57,63.53,2.71,5.83,75.36,3.75,happy,1,0
2823,Computer Science,2,Data Structures,77.44,84.46,71.19,0.2,6.65,89.81,3.1,anxious,0,0
2823,Information Technology,4,Operating Systems,91.37,92.11,79.01,1.69,6.93,82.72,3.65,happy,0,0
2823,Mechanical Engineering,1,Computer Networks,93.42,92.85,79.78,3.81,6.77,90.98,3.74,anxious,0,0
2824,Information Technology,1,Software Engineering,69.94,59.89,38.2,2.66,6.48,92.67,2.8,happy,1,0
2824,Civil Engineering,4,Mathematics,81.76,75.7,74.38,2.28,7.22,80.3,3.27,burnout,0,0
2824,Mechanical Engineering,2,Data Structures,85.73,100.0,82.16,3.15,6.38,93.46,3.43,stressed,0,0
2824,Computer Science,2,Database Systems,75.32,100.0,92.79,7.76,6.27,77.25,3.01,okay,0,0
2825,Electronics,3,Data Structures,100.0,93.93,82.47,3.0,9.4,48.64,4.0,okay,0,0
2825,Mechanical Engineering,1,Computer Networks,76.65,73.48,61.21,1.52,9.26,52.56,3.07,burnout,1,0
2825,Information Technology,2,Database Systems,81.12,72.16,75.53,4.5,9.09,60.67,3.24,stressed,1,0
2825,Civil Engineering,3,Software Engineering,77.24,92.5,79.44,3.69,9.02,50.45,3.09,happy,0,0
2826,Computer Science,3,Artificial Intelligence,56.97,88.87,81.87,2.54,6.79,78.74,2.28,stressed,1,0
2826,Information Technology,1,Operating Systems,60.2,59.08,66.56,0.21,6.68,53.62,2.41,stressed,1,0
2826,Electronics,1,Software Engineering,47.09,100.0,100.0,5.27,5.63,61.33,1.88,okay,1,0
2826,Electronics,1,Data Structures,41.66,84.52,77.09,4.4,6.67,84.33,1.67,stressed,1,0
2826,Electronics,2,Mathematics,63.04,81.45,63.1,4.99,6.82,66.31,2.52,okay,0,0
2827,Civil Engineering,2,Database Systems,60.27,86.42,88.8,4.5,10.63,76.8,2.41,happy,0,0
2827,Electronics,1,Mathematics,80.23,81.47,68.72,2.97,9.9,65.3,3.21,happy,0,0
2827,Civil Engineering,4,Operating Systems,59.41,100.0,95.49,5.22,9.56,72.68,2.38,okay,1,0
2827,Mechanical Engineering,2,Data Structures,82.99,86.35,83.02,4.46,11.44,55.7,3.32,okay,0,0
2827,Electronics,3,Computer Networks,92.25,100.0,71.55,5.0,10.88,77.05,3.69,okay,0,0
2828,Computer Science,3,Artificial Intelligence,74.1,95.61,100.0,2.36,8.02,73.55,2.96,happy,0,0
2828,Computer Science,2,Operating Systems,72.39,91.79,80.03,4.17,8.17,68.52,2.9,anxious,0,0
2828,Mechanical Engineering,1,Mathematics,65.27,79.42,71.6,2.93,8.22,57.34,2.61,happy,0,0
2828,Computer Science,3,Software Engineering,68.82,74.76,66.97,5.68,7.02,96.05,2.75,happy,1,0
2828,Electronics,4,Database Systems,75.14,72.93,79.93,1.37,7.8,73.57,3.01,stressed,1,0
2828,Computer Science,1,Data Structures,52.02,70.25,60.16,4.3,7.74,55.64,2.08,happy,1,0
2829,Information Technology,4,Database Systems,64.5,100.0,87.9,1.35,8.68,84.73,2.58,stressed,0,0
2829,Information Technology,2,Data Structures,100.0,92.26,95.16,1.17,8.87,89.7,4.0,okay,0,0
2829,Electronics,3,Operating Systems,70.78,89.38,77.0,2.98,8.23,94.5,2.83,stressed,0,0
2829,Information Technology,2,Artificial Intelligence,87.54,86.22,83.15,1.0,9.27,84.1,3.5,stressed,0,0
2829,Electronics,3,Software Engineering,71.05,48.27,31.72,5.88,8.58,81.07,2.84,okay,1,0
2830,Electronics,2,Operating Systems,83.75,100.0,92.15,5.85,6.09,83.38,3.35,okay,0,0
2830,Mechanical Engineering,1,Software Engineering,79.23,85.62,89.38,1.47,5.89,87.04,3.17,anxious,0,0
2830,Electronics,2,Database Systems,79.76,68.89,63.45,2.11,6.2,90.86,3.19,stressed,1,0
2830,Electronics,3,Data Structures,88.59,84.58,66.13,0.82,5.87,92.72,3.54,anxious,0,0
2830,Computer Science,3,Mathematics,61.26,100.0,85.65,5.83,5.21,90.24,2.45,stressed,0,1
2830,Electronics,3,Computer Networks,80.67,65.41,46.53,0.0,5.99,69.33,3.23,stressed,1,0
2831,Electronics,4,Mathematics,70.65,100.0,95.53,3.94,6.75,69.84,2.83,anxious,0,0
2831,Electronics,3,Database Systems,68.88,59.72,61.24,4.26,7.28,47.47,2.76,burnout,1,0
2831,Civil Engineering,3,Software Engineering,73.84,56.36,65.3,2.76,6.88,51.89,2.95,okay,1,0
2831,Computer Science,1,Artificial Intelligence,72.48,75.14,68.54,5.92,7.02,42.61,2.9,happy,0,0
2831,Computer Science,2,Data Structures,58.55,69.4,66.31,6.66,7.14,56.18,2.34,okay,1,0
2831,Computer Science,2,Computer Networks,95.56,69.79,64.1,7.06,7.13,28.12,3.82,happy,1,0
2832,Computer Science,4,Artificial Intelligence,75.34,79.45,64.94,3.2,6.86,92.99,3.01,okay,0,0
2832,Computer Science,1,Data Structures,100.0,100.0,77.0,2.76,7.14,60.87,4.0,okay,0,0
2832,Civil Engineering,2,Computer Networks,79.36,90.45,83.96,5.1,7.34,68.6,3.17,okay,0,0
2832,Information Technology,4,Mathematics,83.74,87.19,88.66,1.71,7.59,76.68,3.35,stressed,0,0
2832,Information Technology,1,Software Engineering,78.08,58.36,49.76,2.97,7.26,80.95,3.12,happy,1,0
2833,Computer Science,3,Computer Networks,56.88,71.04,53.12,5.24,6.78,15.95,2.28,stressed,1,0
2833,Computer Science,3,Database Systems,78.01,96.13,91.71,4.56,6.06,23.78,3.12,okay,0,0
2833,Civil Engineering,1,Mathematics,68.7,61.43,36.57,2.44,5.93,27.85,2.75,happy,1,0
2833,Mechanical Engineering,4,Software Engineering,61.12,82.91,89.92,3.6,5.84,31.15,2.44,anxious,0,0
2834,Mechanical Engineering,2,Mathematics,72.26,91.99,90.86,3.36,8.03,100.0,2.89,okay,0,0
2834,Information Technology,2,Data Structures,81.87,75.29,72.24,5.74,8.01,80.43,3.27,burnout,0,0
2834,Mechanical Engineering,3,Artificial Intelligence,72.36,67.44,52.98,4.49,6.89,71.03,2.89,anxious,1,0
2834,Electronics,3,Database Systems,58.25,87.99,95.95,5.9,7.47,75.76,2.33,anxious,1,0
2834,Civil Engineering,2,Software Engineering,75.86,56.78,49.07,4.91,7.3,71.45,3.03,happy,1,0
2835,Information Technology,2,Database Systems,98.66,75.98,57.49,7.43,5.89,51.45,3.95,stressed,0,0
2835,Computer Science,4,Mathematics,73.82,78.59,62.46,3.16,6.27,70.73,2.95,okay,0,0
2835,Civil Engineering,1,Data Structures,72.38,85.42,68.82,1.86,5.06,50.19,2.9,anxious,0,0
2835,Information Technology,4,Software Engineering,100.0,89.36,72.95,8.38,5.32,55.85,4.0,burnout,0,0
2835,Information Technology,2,Artificial Intelligence,95.71,76.12,55.95,1.97,5.76,46.59,3.83,okay,0,0
2836,Information Technology,3,Mathematics,57.75,93.88,75.87,6.85,5.9,100.0,2.31,happy,1,1
2836,Computer Science,2,Software Engineering,81.04,71.13,52.63,2.82,5.93,88.6,3.24,happy,1,0
2836,Civil Engineering,3,Computer Networks,59.12,83.8,71.07,1.53,5.36,90.74,2.36,happy,1,1
2836,Civil Engineering,2,Data Structures,68.46,84.91,53.05,6.52,6.3,84.87,2.74,okay,0,0
2837,Information Technology,1,Computer Networks,69.36,100.0,89.65,2.95,6.11,37.04,2.77,anxious,0,0
2837,Electronics,4,Operating Systems,65.59,82.62,65.38,5.12,6.59,44.27,2.62,burnout,0,0
2837,Mechanical Engineering,2,Database Systems,73.31,80.82,86.95,2.16,5.64,74.06,2.93,stressed,0,0
2837,Electronics,2,Mathematics,36.04,53.08,43.39,0.0,6.42,63.56,1.44,burnout,1,0
2838,Information Technology,4,Computer Networks,80.37,83.94,62.74,2.46,5.92,42.83,3.21,okay,0,0
2838,Mechanical Engineering,4,Data Structures,55.66,78.85,75.21,5.12,7.02,68.74,2.23,okay,1,0
2838,Computer Science,2,Software Engineering,64.53,85.34,86.49,4.83,5.81,48.09,2.58,anxious,0,0
2838,Computer Science,3,Mathematics,46.79,84.73,73.2,4.45,6.05,60.37,1.87,anxious,1,0
2838,Computer Science,1,Operating Systems,38.07,61.7,73.0,5.93,6.24,58.07,1.52,okay,1,0
2839,Information Technology,3,Database Systems,78.23,89.91,89.85,6.6,8.53,38.23,3.13,burnout,0,0
2839,Computer Science,2,Computer Networks,54.81,68.13,41.11,8.4,8.38,48.5,2.19,stressed,1,0
2839,Information Technology,4,Mathematics,57.42,77.82,77.6,5.14,8.71,33.9,2.3,okay,1,0
2839,Information Technology,4,Operating Systems,60.08,88.13,60.77,4.95,8.63,19.52,2.4,stressed,0,0
2840,Electronics,3,Artificial Intelligence,63.64,72.99,64.57,7.06,6.92,9.07,2.55,burnout,1,0
2840,Electronics,1,Database Systems,100.0,97.06,92.31,4.47,6.69,32.27,4.0,burnout,0,0
2840,Mechanical Engineering,1,Mathematics,67.95,77.73,81.12,4.64,7.05,45.01,2.72,burnout,0,0
2840,Civil Engineering,1,Computer Networks,68.7,53.37,50.03,1.46,7.89,40.65,2.75,burnout,1,0
2840,Information Technology,1,Operating Systems,81.19,84.57,88.08,5.31,6.38,39.06,3.25,anxious,0,0
2841,Electronics,2,Computer Networks,96.94,79.28,82.9,4.67,6.26,40.29,3.88,stressed,0,0
2841,Information Technology,1,Database Systems,70.86,67.69,71.31,6.54,6.7,39.46,2.83,okay,1,0
2841,Electronics,3,Data Structures,82.21,56.03,62.0,4.03,6.86,41.54,3.29,okay,1,0
2841,Computer Science,1,Artificial Intelligence,91.65,79.0,58.25,3.92,6.7,35.54,3.67,okay,0,0
2841,Civil Engineering,4,Operating Systems,63.92,84.23,82.64,0.0,6.69,44.14,2.56,okay,0,0
2841,Mechanical Engineering,4,Mathematics,89.39,99.94,100.0,3.59,6.61,28.64,3.58,happy,0,0
2842,Information Technology,2,Operating Systems,72.71,80.14,65.36,4.8,7.43,72.87,2.91,happy,0,0
2842,Electronics,2,Computer Networks,77.43,88.64,91.7,6.6,6.89,68.88,3.1,anxious,0,0
2842,Information Technology,2,Mathematics,58.87,90.15,92.13,6.13,7.44,69.98,2.35,burnout,1,0
2842,Civil Engineering,4,Data Structures,82.74,100.0,82.45,4.92,7.91,59.44,3.31,anxious,0,0
2842,Information Technology,4,Artificial Intelligence,81.43,83.58,66.84,3.14,7.63,84.83,3.26,happy,0,0
2842,Civil Engineering,2,Database Systems,64.8,100.0,100.0,3.92,7.25,62.33,2.59,okay,0,0
2843,Electronics,1,Operating Systems,51.22,81.6,67.5,0.0,6.99,43.33,2.05,anxious,1,0
2843,Computer Science,3,Data Structures,59.82,65.26,47.95,7.51,7.01,74.41,2.39,anxious,1,0
2843,Computer Science,1,Mathematics,73.64,75.61,64.27,4.54,6.5,55.38,2.95,anxious,0,0
2843,Electronics,1,Artificial Intelligence,79.04,66.37,65.9,2.03,6.93,69.8,3.16,okay,1,0
2843,Computer Science,3,Software Engineering,50.1,89.56,93.1,4.78,6.78,72.15,2.0,okay,1,0
2844,Civil Engineering,4,Computer Networks,72.76,91.94,65.3,6.62,7.5,64.52,2.91,okay,0,0
2844,Mechanical Engineering,3,Software Engineering,68.1,77.13,61.36,2.81,7.97,77.76,2.72,anxious,0,0
2844,Computer Science,4,Operating Systems,66.42,72.03,67.44,4.42,7.85,78.78,2.66,burnout,1,0
2844,Computer Science,2,Artificial Intelligence,57.35,71.43,74.73,3.64,6.63,64.99,2.29,anxious,1,0
2844,Civil Engineering,3,Mathematics,67.92,73.8,87.99,3.69,7.89,65.68,2.72,burnout,1,0
2844,Mechanical Engineering,3,Database Systems,57.99,91.62,100.0,6.96,7.63,80.03,2.32,stressed,1,0
2845,Information Technology,4,Mathematics,88.85,73.03,66.26,4.52,4.79,96.59,3.55,happy,1,0
2845,Computer Science,3,Software Engineering,68.18,76.56,59.22,1.88,5.74,94.73,2.73,happy,0,0
2845,Electronics,4,Data Structures,91.32,70.2,68.79,4.07,6.16,72.09,3.65,okay,1,0
2845,Information Technology,2,Operating Systems,96.79,96.93,93.71,4.54,5.77,60.43,3.87,happy,0,0
2845,Information Technology,1,Artificial Intelligence,74.1,90.17,83.74,2.17,4.86,89.69,2.96,happy,0,0
2845,Information Technology,3,Database Systems,77.44,84.32,76.56,2.45,5.86,54.01,3.1,anxious,0,0
2846,Civil Engineering,3,Data Structures,100.0,97.19,94.84,1.96,8.86,29.35,4.0,happy,0,0
2846,Mechanical Engineering,3,Software Engineering,100.0,74.93,64.8,3.08,7.73,62.8,4.0,stressed,1,0
2846,Civil Engineering,1,Mathematics,100.0,76.36,77.61,5.45,7.86,57.61,4.0,happy,0,0
2846,Civil Engineering,2,Database Systems,89.59,89.36,97.32,5.77,7.28,65.26,3.58,happy,0,0
2847,Information Technology,4,Computer Networks,100.0,92.45,81.31,2.56,5.72,80.33,4.0,okay,0,0
2847,Computer Science,2,Data Structures,100.0,63.71,53.4,3.58,6.31,86.11,4.0,happy,1,0
2847,Information Technology,4,Artificial Intelligence,67.51,55.58,55.42,0.49,5.98,83.51,2.7,happy,1,0
2847,Mechanical Engineering,3,Operating Systems,87.79,85.51,96.04,3.68,5.44,77.35,3.51,okay,0,0
2847,Electronics,4,Database Systems,88.47,72.83,68.18,4.7,5.33,81.52,3.54,happy,1,0
2848,Information Technology,2,Data Structures,76.38,98.2,99.83,5.48,7.01,57.39,3.06,okay,0,0
2848,Computer Science,4,Database Systems,73.82,61.37,56.92,5.88,6.75,59.59,2.95,happy,1,0
2848,Computer Science,2,Computer Networks,80.42,59.03,68.73,3.77,6.56,27.89,3.22,stressed,1,0
2848,Computer Science,1,Artificial Intelligence,66.28,88.05,78.52,2.85,6.63,47.91,2.65,stressed,0,0
2849,Computer Science,1,Software Engineering,59.54,48.36,42.42,6.14,10.17,41.21,2.38,stressed,1,0
2849,Mechanical Engineering,4,Operating Systems,67.94,100.0,85.85,7.36,9.79,22.29,2.72,happy,0,0
2849,Mechanical Engineering,1,Artificial Intelligence,84.57,88.17,70.59,2.47,9.81,34.8,3.38,okay,0,0
2849,Civil Engineering,2,Database Systems,89.84,51.71,65.26,4.78,10.31,15.21,3.59,okay,1,0
2850,Information Technology,2,Operating Systems,57.19,74.25,60.7,3.41,5.02,88.27,2.29,happy,1,1
2850,Mechanical Engineering,1,Database Systems,53.57,100.0,78.49,5.77,5.17,96.77,2.14,anxious,1,1
